ticket_id,customer_id,issue_type,priority,resolution_time_hours,ticket_status,support_channel
TKT-7979,CUS-94745491,Payment Failure,Low,36,Closed,Chat
TKT-7902,CUS-77806013,Refund Request,Medium,25,Open,Email
TKT-9186,CUS-30183474,Subscription Problem,High,36,Pending,Phone
TKT-2912,CUS-63295835,Login Issue,Medium,33,Open,Email
TKT-4172,CUS-22344034,Subscription Problem,Low,63,Pending,Email
TKT-1152,CUS-56668767,Feature Request,Medium,41,Closed,Chat
TKT-9358,CUS-97628138,Payment Failure,Low,13,Closed,Chat
TKT-4957,CUS-98130999,Refund Request,Low,46,Closed,Email
TKT-5476,CUS-52461574,Bug Report,High,49,Open,Chat
TKT-7167,CUS-16954539,Refund Request,Low,19,Closed,Chat
TKT-9307,CUS-69864302,Payment Failure,Medium,60,Pending,Email
TKT-4330,CUS-94744935,Refund Request,Medium,7,Pending,Chat
TKT-5966,CUS-87405890,Subscription Problem,Medium,10,Closed,Phone
TKT-8356,CUS-10000106,Login Issue,High,1,Pending,Email
TKT-8622,CUS-71274740,Payment Failure,Medium,50,Closed,Email
TKT-4397,CUS-23588091,Login Issue,Medium,25,Closed,Chat
TKT-6676,CUS-78465830,Subscription Problem,Low,6,Pending,Email
TKT-8678,CUS-92079851,Feature Request,Medium,10,Open,Web Portal
TKT-6457,CUS-87484097,Bug Report,High,19,Closed,Chat
TKT-4245,CUS-94143725,Bug Report,High,70,Closed,Chat
TKT-8921,CUS-88203547,Bug Report,Medium,66,Open,Chat
TKT-9433,CUS-62646038,Login Issue,Medium,63,Closed,Chat
TKT-1233,CUS-24480644,Login Issue,Low,8,Closed,Chat
TKT-4992,CUS-23295134,Login Issue,Low,33,Closed,Email
TKT-9523,CUS-65195524,Login Issue,Medium,46,Closed,Phone
TKT-8481,CUS-59738480,Feature Request,Medium,14,Closed,Chat
TKT-5573,CUS-56933621,Subscription Problem,Critical,44,Pending,Web Portal
TKT-6424,CUS-16964874,Refund Request,High,8,Closed,Email
TKT-6986,CUS-98924157,Subscription Problem,Critical,49,Closed,Email
TKT-7657,CUS-63267122,Payment Failure,High,65,Closed,Chat
TKT-6605,CUS-25454211,Bug Report,Medium,60,Closed,Email
TKT-4469,CUS-12215216,Login Issue,Low,62,Pending,Chat
TKT-6379,CUS-81295420,Refund Request,Medium,62,Closed,Chat
TKT-2266,CUS-27100004,Subscription Problem,High,11,Closed,Phone
TKT-6357,CUS-17845110,Subscription Problem,Medium,21,Open,Chat
TKT-6529,CUS-34846048,Bug Report,Low,60,Pending,Email
TKT-7370,CUS-49848974,Login Issue,Low,48,Closed,Email
TKT-9706,CUS-44384033,Feature Request,Medium,1,Closed,Chat
TKT-6281,CUS-56092973,Payment Failure,Medium,71,Open,Chat
TKT-2399,CUS-90524616,Login Issue,High,53,Closed,Chat
TKT-3748,CUS-87665612,Payment Failure,Medium,8,Closed,Email
TKT-3675,CUS-96455740,Payment Failure,High,6,Closed,Chat
TKT-9005,CUS-60258275,Subscription Problem,Medium,10,Open,Chat
TKT-8000,CUS-39586113,Feature Request,Low,70,Closed,Web Portal
TKT-2186,CUS-16637835,Bug Report,Medium,58,Open,Email
TKT-9627,CUS-49640745,Payment Failure,Medium,28,Closed,Phone
TKT-7452,CUS-46370038,Refund Request,High,63,Closed,Email
TKT-1526,CUS-52343698,Login Issue,Low,23,Closed,Chat
TKT-3506,CUS-49465944,Subscription Problem,Critical,35,Closed,Chat
TKT-9768,CUS-76845921,Payment Failure,High,42,Closed,Email
TKT-1569,CUS-17094206,Bug Report,Critical,42,Closed,Email
TKT-6174,CUS-66997294,Payment Failure,Low,17,Closed,Chat
TKT-7210,CUS-44714881,Feature Request,Low,31,Closed,Email
TKT-1322,CUS-37765535,Subscription Problem,Low,41,Closed,Email
TKT-4197,CUS-56139662,Subscription Problem,Low,67,Closed,Chat
TKT-7174,CUS-99324793,Login Issue,Medium,58,Closed,Chat
TKT-1498,CUS-76664757,Subscription Problem,Low,44,Closed,Phone
TKT-6282,CUS-24882168,Subscription Problem,Low,37,Closed,Phone
TKT-8760,CUS-45245503,Login Issue,Medium,20,Pending,Email
TKT-9126,CUS-72793438,Payment Failure,Low,34,Closed,Email
TKT-3881,CUS-76603019,Bug Report,Critical,26,Pending,Email
TKT-9435,CUS-65534855,Refund Request,Medium,19,Pending,Chat
TKT-3277,CUS-29954748,Login Issue,Medium,17,Closed,Email
TKT-1563,CUS-46110966,Login Issue,Low,42,Closed,Web Portal
TKT-3612,CUS-62005831,Feature Request,High,64,Closed,Email
TKT-3209,CUS-44126991,Payment Failure,Low,21,Closed,Chat
TKT-2537,CUS-14553204,Subscription Problem,Medium,72,Open,Web Portal
TKT-7191,CUS-67780193,Login Issue,High,62,Closed,Phone
TKT-8354,CUS-73040682,Refund Request,Low,51,Closed,Chat
TKT-8662,CUS-18614321,Bug Report,Medium,63,Open,Email
TKT-4156,CUS-26135239,Login Issue,Medium,51,Closed,Email
TKT-7648,CUS-22567117,Refund Request,Medium,12,Open,Email
TKT-1350,CUS-96593714,Feature Request,Low,22,Closed,Email
TKT-4590,CUS-36404700,Subscription Problem,High,64,Closed,Web Portal
TKT-2934,CUS-60872927,Login Issue,Medium,59,Closed,Chat
TKT-6368,CUS-68811668,Bug Report,Medium,61,Closed,Email
TKT-3947,CUS-51531906,Subscription Problem,Low,22,Closed,Web Portal
TKT-5865,CUS-89869099,Refund Request,Low,17,Closed,Phone
TKT-6941,CUS-10354539,Payment Failure,Low,70,Open,Chat
TKT-9320,CUS-18921125,Login Issue,Medium,2,Closed,Chat
TKT-1641,CUS-17421725,Refund Request,Low,50,Closed,Email
TKT-6056,CUS-14484736,Refund Request,Low,62,Closed,Email
TKT-1272,CUS-55981896,Login Issue,Low,39,Closed,Email
TKT-9027,CUS-52139061,Login Issue,Medium,21,Closed,Email
TKT-4604,CUS-56017544,Login Issue,High,27,Closed,Web Portal
TKT-6274,CUS-71999602,Bug Report,Low,18,Open,Email
TKT-9657,CUS-17567562,Refund Request,Medium,32,Closed,Chat
TKT-6568,CUS-51323089,Refund Request,Low,56,Closed,Phone
TKT-2832,CUS-79092759,Bug Report,Low,22,Closed,Email
TKT-1387,CUS-80134401,Refund Request,Low,24,Closed,Web Portal
TKT-8009,CUS-11508889,Payment Failure,Medium,47,Closed,Email
TKT-2760,CUS-98060758,Feature Request,Low,3,Open,Chat
TKT-2440,CUS-34910398,Bug Report,Medium,23,Closed,Email
TKT-2110,CUS-31994863,Subscription Problem,Low,9,Open,Chat
TKT-6307,CUS-60768651,Login Issue,High,40,Pending,Chat
TKT-3133,CUS-87632315,Subscription Problem,Low,16,Closed,Phone
TKT-5406,CUS-94823206,Subscription Problem,Low,20,Closed,Email
TKT-7395,CUS-77231245,Bug Report,Low,66,Pending,Email
TKT-9966,CUS-68527055,Login Issue,Medium,50,Closed,Chat
TKT-1312,CUS-37424595,Bug Report,Low,64,Pending,Phone
TKT-4532,CUS-55225331,Payment Failure,Low,14,Closed,Phone
TKT-2027,CUS-51202971,Bug Report,Low,32,Closed,Email
TKT-7683,CUS-21454810,Feature Request,Medium,63,Closed,Email
TKT-5213,CUS-26970953,Login Issue,Medium,15,Closed,Email
TKT-6600,CUS-71037606,Payment Failure,Medium,70,Open,Email
TKT-5940,CUS-88439537,Login Issue,Low,3,Open,Web Portal
TKT-9364,CUS-90285896,Feature Request,Low,72,Closed,Web Portal
TKT-3717,CUS-59424122,Bug Report,Medium,40,Open,Email
TKT-8415,CUS-76807142,Payment Failure,Medium,35,Pending,Chat
TKT-7580,CUS-73065042,Payment Failure,Medium,66,Open,Chat
TKT-8273,CUS-37097414,Refund Request,Low,30,Closed,Email
TKT-4614,CUS-73663907,Subscription Problem,Critical,67,Closed,Email
TKT-4498,CUS-69586619,Payment Failure,Medium,1,Pending,Email
TKT-9085,CUS-37560036,Refund Request,Low,64,Pending,Web Portal
TKT-2534,CUS-42676532,Payment Failure,Low,60,Pending,Email
TKT-5286,CUS-80820774,Subscription Problem,Low,66,Pending,Phone
TKT-8612,CUS-87712948,Feature Request,Low,10,Closed,Phone
TKT-3888,CUS-31950532,Payment Failure,High,20,Closed,Web Portal
TKT-2085,CUS-37821449,Login Issue,Low,55,Pending,Web Portal
TKT-3804,CUS-76630810,Subscription Problem,Low,31,Pending,Chat
TKT-6080,CUS-86383059,Login Issue,High,12,Closed,Email
TKT-6194,CUS-97244783,Subscription Problem,Low,72,Closed,Email
TKT-3615,CUS-82633783,Refund Request,Low,36,Closed,Phone
TKT-3294,CUS-83074113,Bug Report,Medium,25,Closed,Chat
TKT-3113,CUS-86126075,Login Issue,Medium,17,Open,Chat
TKT-5503,CUS-13025376,Payment Failure,High,31,Closed,Email
TKT-9585,CUS-39962957,Payment Failure,High,16,Open,Email
TKT-6427,CUS-90754528,Bug Report,Medium,68,Closed,Email
TKT-5962,CUS-57355704,Subscription Problem,Medium,1,Closed,Phone
TKT-7957,CUS-72617026,Payment Failure,Medium,18,Closed,Web Portal
TKT-4510,CUS-28885517,Refund Request,Low,59,Closed,Chat
TKT-5553,CUS-67539660,Login Issue,Low,20,Pending,Chat
TKT-8162,CUS-24952782,Refund Request,High,51,Closed,Email
TKT-6068,CUS-90754823,Payment Failure,High,45,Closed,Chat
TKT-9855,CUS-80374636,Login Issue,High,53,Closed,Email
TKT-8824,CUS-62053560,Login Issue,Critical,23,Open,Email
TKT-4179,CUS-62043339,Bug Report,High,67,Pending,Phone
TKT-6521,CUS-48891815,Subscription Problem,Low,70,Closed,Chat
TKT-4120,CUS-43050795,Bug Report,Low,50,Closed,Email
TKT-9158,CUS-96964404,Login Issue,Low,57,Closed,Web Portal
TKT-8867,CUS-13159453,Login Issue,Low,1,Pending,Email
TKT-6645,CUS-41673228,Subscription Problem,Low,52,Pending,Chat
TKT-9330,CUS-94657635,Bug Report,Low,56,Closed,Email
TKT-3160,CUS-54256880,Login Issue,Low,61,Closed,Email
TKT-5576,CUS-78779484,Login Issue,High,44,Closed,Email
TKT-7818,CUS-70757120,Refund Request,Medium,34,Closed,Email
TKT-3459,CUS-90873769,Login Issue,Medium,15,Closed,Email
TKT-2845,CUS-60815411,Payment Failure,Low,3,Closed,Email
TKT-8958,CUS-68782430,Login Issue,Low,43,Closed,Email
TKT-8578,CUS-64456327,Login Issue,Medium,62,Closed,Email
TKT-2675,CUS-79778247,Payment Failure,Medium,14,Closed,Phone
TKT-7730,CUS-77484741,Login Issue,Critical,70,Closed,Phone
TKT-9731,CUS-47319333,Subscription Problem,Medium,1,Open,Chat
TKT-6449,CUS-65178882,Subscription Problem,Low,20,Pending,Email
TKT-3352,CUS-42517462,Login Issue,Low,65,Open,Web Portal
TKT-2814,CUS-24874308,Login Issue,Medium,47,Closed,Web Portal
TKT-9757,CUS-66017200,Payment Failure,Low,62,Closed,Email
TKT-7546,CUS-21381112,Refund Request,Medium,21,Closed,Chat
TKT-1712,CUS-96554776,Subscription Problem,Medium,34,Closed,Email
TKT-3034,CUS-55955690,Subscription Problem,High,70,Pending,Chat
TKT-1203,CUS-27418213,Payment Failure,Low,17,Closed,Chat
TKT-2418,CUS-86022702,Payment Failure,Critical,62,Closed,Chat
TKT-1467,CUS-64568722,Login Issue,Low,18,Open,Phone
TKT-7166,CUS-80233762,Bug Report,High,39,Closed,Chat
TKT-8662,CUS-26307653,Bug Report,High,39,Pending,Email
TKT-5053,CUS-20808413,Refund Request,Medium,51,Closed,Phone
TKT-4025,CUS-54271644,Subscription Problem,Medium,17,Closed,Email
TKT-2030,CUS-35623779,Login Issue,Low,53,Closed,Chat
TKT-3098,CUS-12166974,Login Issue,Low,27,Closed,Web Portal
TKT-4292,CUS-96288039,Bug Report,Medium,68,Closed,Chat
TKT-3189,CUS-10234759,Feature Request,Medium,57,Closed,Email
TKT-8263,CUS-34756125,Bug Report,Medium,14,Pending,Web Portal
TKT-6266,CUS-23840396,Subscription Problem,High,25,Closed,Web Portal
TKT-3145,CUS-53082964,Bug Report,Medium,45,Closed,Chat
TKT-5192,CUS-54815027,Feature Request,Low,70,Closed,Chat
TKT-1575,CUS-24195294,Subscription Problem,High,28,Pending,Chat
TKT-3497,CUS-62615377,Login Issue,Medium,24,Closed,Phone
TKT-5391,CUS-82925741,Login Issue,High,32,Closed,Email
TKT-5327,CUS-31437660,Refund Request,Low,67,Closed,Email
TKT-9064,CUS-19210484,Login Issue,Medium,8,Closed,Phone
TKT-1733,CUS-58337368,Bug Report,Medium,45,Closed,Web Portal
TKT-8700,CUS-30702923,Payment Failure,Low,55,Closed,Email
TKT-7462,CUS-74296965,Login Issue,Medium,59,Closed,Chat
TKT-6087,CUS-41183680,Subscription Problem,Low,9,Closed,Chat
TKT-4191,CUS-37367323,Feature Request,High,66,Closed,Chat
TKT-8570,CUS-53519119,Refund Request,Medium,51,Closed,Phone
TKT-4737,CUS-20968128,Bug Report,Medium,33,Closed,Chat
TKT-9772,CUS-55644829,Payment Failure,Medium,9,Closed,Email
TKT-9661,CUS-57028374,Login Issue,High,41,Pending,Chat
TKT-7125,CUS-41698862,Subscription Problem,Low,58,Closed,Chat
TKT-8399,CUS-16301148,Subscription Problem,Low,4,Closed,Chat
TKT-3968,CUS-70472291,Login Issue,Medium,11,Closed,Phone
TKT-8946,CUS-62713204,Login Issue,Medium,65,Closed,Email
TKT-3433,CUS-39412741,Bug Report,Low,64,Closed,Chat
TKT-7002,CUS-45772041,Payment Failure,Low,29,Closed,Chat
TKT-1603,CUS-31434773,Login Issue,Low,71,Closed,Web Portal
TKT-3757,CUS-73864290,Login Issue,High,61,Closed,Email
TKT-4489,CUS-44099374,Login Issue,Medium,56,Closed,Chat
TKT-3468,CUS-15088946,Subscription Problem,Medium,7,Closed,Web Portal
TKT-7828,CUS-80104582,Payment Failure,Low,46,Closed,Email
TKT-2150,CUS-28486691,Payment Failure,Low,50,Open,Web Portal
TKT-1966,CUS-92524726,Payment Failure,Low,2,Closed,Chat
TKT-3956,CUS-79047712,Subscription Problem,Low,29,Closed,Phone
TKT-2253,CUS-54389572,Payment Failure,Low,1,Open,Email
TKT-8908,CUS-42889878,Refund Request,Critical,67,Closed,Chat
TKT-9389,CUS-22023222,Payment Failure,Medium,70,Open,Phone
TKT-7416,CUS-97555747,Refund Request,Low,22,Closed,Phone
TKT-4923,CUS-81286955,Payment Failure,High,34,Closed,Email
TKT-7918,CUS-14383833,Login Issue,Low,46,Closed,Chat
TKT-4213,CUS-49382970,Login Issue,Low,2,Closed,Email
TKT-3064,CUS-33089421,Subscription Problem,Low,59,Open,Email
TKT-6480,CUS-54706872,Feature Request,High,64,Closed,Email
TKT-2244,CUS-63992791,Subscription Problem,Medium,51,Closed,Email
TKT-5251,CUS-67860785,Subscription Problem,Medium,28,Closed,Web Portal
TKT-2138,CUS-49160831,Subscription Problem,Low,42,Open,Chat
TKT-3335,CUS-53517565,Bug Report,Low,11,Pending,Phone
TKT-9487,CUS-76594060,Subscription Problem,High,39,Open,Email
TKT-9131,CUS-97886088,Login Issue,Low,18,Closed,Email
TKT-5206,CUS-44712178,Bug Report,Low,53,Closed,Chat
TKT-2008,CUS-92448465,Login Issue,Low,53,Open,Email
TKT-1980,CUS-23896645,Subscription Problem,High,19,Closed,Chat
TKT-9318,CUS-33440424,Refund Request,Medium,58,Closed,Chat
TKT-3643,CUS-70134454,Feature Request,High,31,Open,Email
TKT-3253,CUS-57884792,Payment Failure,Low,40,Open,Email
TKT-3649,CUS-44096666,Payment Failure,Low,10,Open,Chat
TKT-8099,CUS-67730972,Bug Report,Medium,59,Open,Email
TKT-2978,CUS-25961611,Login Issue,Medium,15,Closed,Chat
TKT-7675,CUS-80347925,Bug Report,Medium,38,Closed,Chat
TKT-7356,CUS-13876895,Subscription Problem,Low,36,Open,Email
TKT-2500,CUS-78146888,Login Issue,Medium,32,Closed,Email
TKT-8010,CUS-74551205,Login Issue,High,67,Closed,Phone
TKT-7145,CUS-81444823,Feature Request,Medium,25,Closed,Email
TKT-4159,CUS-15599269,Login Issue,High,9,Closed,Chat
TKT-7377,CUS-82907753,Login Issue,Medium,27,Closed,Chat
TKT-2722,CUS-18399123,Payment Failure,Low,59,Closed,Email
TKT-6032,CUS-35522512,Bug Report,Low,38,Closed,Chat
TKT-6766,CUS-28697879,Login Issue,Medium,38,Closed,Web Portal
TKT-3681,CUS-66296250,Refund Request,Medium,55,Closed,Chat
TKT-6513,CUS-84302202,Login Issue,Medium,30,Open,Web Portal
TKT-1377,CUS-73773487,Bug Report,High,11,Closed,Phone
TKT-9660,CUS-14545052,Payment Failure,High,66,Closed,Phone
TKT-3370,CUS-82726512,Refund Request,Low,70,Closed,Chat
TKT-6402,CUS-92386593,Refund Request,Low,48,Closed,Chat
TKT-9732,CUS-27423738,Payment Failure,Low,7,Closed,Email
TKT-3393,CUS-28296183,Feature Request,Medium,15,Open,Email
TKT-6019,CUS-95320213,Bug Report,Low,61,Closed,Email
TKT-1649,CUS-83859201,Login Issue,Medium,6,Closed,Email
TKT-6007,CUS-93053676,Refund Request,Medium,42,Pending,Email
TKT-4238,CUS-45461132,Feature Request,Medium,21,Open,Chat
TKT-2191,CUS-17224362,Bug Report,Medium,63,Closed,Email
TKT-1238,CUS-90351677,Login Issue,Medium,58,Closed,Chat
TKT-1549,CUS-59368712,Feature Request,Medium,70,Closed,Email
TKT-8180,CUS-95850111,Payment Failure,Low,13,Closed,Email
TKT-8768,CUS-81812336,Bug Report,Medium,57,Pending,Email
TKT-3526,CUS-88080662,Bug Report,High,55,Closed,Phone
TKT-5762,CUS-57279491,Bug Report,Critical,35,Open,Phone
TKT-3926,CUS-57714936,Refund Request,Medium,27,Closed,Phone
TKT-5506,CUS-33063969,Subscription Problem,High,28,Open,Email
TKT-2108,CUS-56495315,Refund Request,Low,13,Open,Chat
TKT-7122,CUS-49802683,Payment Failure,High,44,Closed,Chat
TKT-4177,CUS-61562830,Login Issue,Low,16,Closed,Phone
TKT-8994,CUS-24007436,Payment Failure,Low,11,Closed,Chat
TKT-1119,CUS-95184274,Payment Failure,Medium,20,Pending,Email
TKT-4898,CUS-63837086,Payment Failure,Medium,25,Closed,Email
TKT-3291,CUS-70232308,Login Issue,Medium,41,Closed,Email
TKT-8537,CUS-39186618,Login Issue,Medium,26,Pending,Email
TKT-4908,CUS-19518624,Login Issue,Low,59,Pending,Email
TKT-5415,CUS-46787819,Payment Failure,Low,24,Closed,Email
TKT-5471,CUS-92785174,Feature Request,Medium,1,Closed,Email
TKT-7189,CUS-64879316,Payment Failure,Low,23,Pending,Chat
TKT-3821,CUS-97079515,Subscription Problem,Low,32,Pending,Email
TKT-3807,CUS-76236718,Bug Report,Low,4,Closed,Email
TKT-8944,CUS-61882101,Subscription Problem,Low,47,Closed,Chat
TKT-2004,CUS-47425406,Subscription Problem,High,24,Closed,Chat
TKT-2086,CUS-14575371,Bug Report,Low,60,Closed,Email
TKT-2455,CUS-34343598,Bug Report,Low,26,Open,Chat
TKT-7913,CUS-84648698,Refund Request,Medium,15,Open,Email
TKT-5200,CUS-66100949,Payment Failure,Low,20,Closed,Phone
TKT-4630,CUS-80791080,Bug Report,Medium,64,Closed,Web Portal
TKT-9103,CUS-61994058,Refund Request,Medium,53,Open,Chat
TKT-5609,CUS-57247595,Login Issue,Medium,14,Pending,Phone
TKT-9346,CUS-49535174,Payment Failure,High,12,Closed,Email
TKT-2431,CUS-68960422,Payment Failure,Medium,21,Closed,Email
TKT-6257,CUS-69510404,Feature Request,Medium,5,Closed,Chat
TKT-7798,CUS-99095229,Refund Request,High,2,Closed,Email
TKT-8271,CUS-24135234,Payment Failure,High,7,Open,Email
TKT-9459,CUS-56636566,Login Issue,Low,59,Closed,Chat
TKT-5695,CUS-46048313,Login Issue,Critical,36,Closed,Email
TKT-7957,CUS-93978381,Bug Report,Medium,18,Closed,Email
TKT-8416,CUS-69504309,Bug Report,Low,2,Closed,Web Portal
TKT-8076,CUS-92239668,Bug Report,Low,49,Closed,Chat
TKT-1416,CUS-15208470,Bug Report,Medium,22,Open,Chat
TKT-7026,CUS-31910272,Subscription Problem,High,13,Closed,Chat
TKT-9931,CUS-91224459,Login Issue,Medium,6,Closed,Email
TKT-4939,CUS-63830135,Bug Report,Medium,30,Pending,Chat
TKT-5898,CUS-71474735,Login Issue,Medium,22,Pending,Phone
TKT-9169,CUS-94534518,Subscription Problem,Low,47,Pending,Email
TKT-4555,CUS-27881563,Payment Failure,Low,34,Closed,Email
TKT-6362,CUS-69213422,Payment Failure,Low,2,Closed,Email
TKT-2641,CUS-96312143,Login Issue,Low,14,Closed,Chat
TKT-1126,CUS-48500651,Subscription Problem,Low,35,Closed,Email
TKT-1797,CUS-75922230,Payment Failure,Low,9,Closed,Email
TKT-1485,CUS-48565042,Bug Report,Low,2,Open,Email
TKT-4720,CUS-39881167,Bug Report,Medium,58,Closed,Email
TKT-8211,CUS-43541968,Login Issue,Medium,48,Closed,Chat
TKT-6508,CUS-17654644,Refund Request,Low,57,Pending,Web Portal
TKT-3392,CUS-27214196,Login Issue,Medium,14,Closed,Email
TKT-6652,CUS-93971130,Refund Request,Low,40,Closed,Email
TKT-5045,CUS-45706139,Payment Failure,High,28,Closed,Email
TKT-8501,CUS-10078115,Bug Report,Low,20,Closed,Phone
TKT-2110,CUS-19235059,Bug Report,Low,11,Closed,Phone
TKT-1079,CUS-65908774,Bug Report,Medium,12,Open,Email
TKT-6493,CUS-11104574,Subscription Problem,Critical,4,Closed,Email
TKT-8690,CUS-35615705,Refund Request,Critical,36,Open,Email
TKT-6474,CUS-10377462,Payment Failure,Medium,31,Open,Chat
TKT-4414,CUS-72769401,Feature Request,Medium,45,Open,Chat
TKT-5209,CUS-85254291,Bug Report,Medium,40,Closed,Chat
TKT-6011,CUS-20208563,Login Issue,Medium,49,Open,Chat
TKT-2058,CUS-43027696,Bug Report,Low,39,Closed,Email
TKT-3179,CUS-14219236,Subscription Problem,High,8,Closed,Email
TKT-6133,CUS-50464165,Subscription Problem,Low,8,Closed,Email
TKT-5576,CUS-72339644,Login Issue,Low,67,Pending,Email
TKT-9778,CUS-57790837,Subscription Problem,Low,4,Closed,Email
TKT-6437,CUS-57607836,Subscription Problem,Medium,68,Closed,Web Portal
TKT-4435,CUS-28824416,Bug Report,Low,71,Open,Phone
TKT-9100,CUS-71092499,Refund Request,Low,70,Closed,Chat
TKT-8706,CUS-12254895,Feature Request,Medium,53,Closed,Email
TKT-8174,CUS-25321139,Feature Request,Low,65,Closed,Email
TKT-7537,CUS-84584342,Refund Request,Low,11,Closed,Email
TKT-1937,CUS-15183894,Login Issue,Medium,27,Closed,Phone
TKT-3809,CUS-35053387,Login Issue,Low,59,Open,Phone
TKT-2470,CUS-22229376,Bug Report,Low,62,Closed,Phone
TKT-6208,CUS-11354814,Refund Request,Medium,64,Closed,Email
TKT-6223,CUS-50893984,Subscription Problem,Low,45,Closed,Email
TKT-7817,CUS-49336060,Refund Request,Medium,59,Closed,Email
TKT-2104,CUS-16284771,Bug Report,Low,20,Closed,Phone
TKT-4563,CUS-57753748,Bug Report,Medium,24,Pending,Email
TKT-9693,CUS-42462379,Payment Failure,Medium,30,Closed,Email
TKT-2855,CUS-85290144,Refund Request,Medium,1,Open,Phone
TKT-4304,CUS-21320138,Bug Report,Low,31,Open,Chat
TKT-2314,CUS-48620121,Login Issue,Medium,64,Closed,Phone
TKT-6483,CUS-54615875,Payment Failure,Low,3,Closed,Chat
TKT-3157,CUS-94906420,Login Issue,Low,59,Closed,Email
TKT-8242,CUS-79757519,Login Issue,Medium,14,Open,Email
TKT-6019,CUS-66998488,Login Issue,Low,57,Open,Chat
TKT-9396,CUS-85996992,Feature Request,Medium,22,Open,Email
TKT-4004,CUS-15974335,Refund Request,Low,66,Closed,Phone
TKT-9014,CUS-96816848,Subscription Problem,Medium,58,Closed,Email
TKT-8977,CUS-15233143,Refund Request,Low,28,Closed,Email
TKT-8796,CUS-46000799,Subscription Problem,Medium,31,Closed,Email
TKT-7949,CUS-74865373,Login Issue,High,38,Closed,Email
TKT-4530,CUS-24135736,Subscription Problem,Low,54,Closed,Chat
TKT-8987,CUS-96940266,Feature Request,Medium,41,Closed,Web Portal
TKT-2421,CUS-40169432,Subscription Problem,High,42,Closed,Web Portal
TKT-6753,CUS-24881293,Payment Failure,Low,46,Closed,Chat
TKT-4626,CUS-29816486,Payment Failure,Medium,37,Closed,Email
TKT-6226,CUS-86271066,Payment Failure,Low,65,Closed,Phone
TKT-2419,CUS-65259447,Login Issue,High,61,Closed,Chat
TKT-5524,CUS-46907363,Login Issue,Low,59,Open,Email
TKT-4681,CUS-11182420,Feature Request,Low,36,Pending,Email
TKT-5234,CUS-24206368,Refund Request,Medium,72,Closed,Chat
TKT-1120,CUS-26049773,Payment Failure,Medium,31,Closed,Email
TKT-2537,CUS-60817879,Login Issue,High,56,Closed,Email
TKT-6409,CUS-22168140,Login Issue,Medium,67,Pending,Email
TKT-3078,CUS-24533472,Payment Failure,High,40,Open,Web Portal
TKT-3713,CUS-34526590,Payment Failure,Low,42,Closed,Phone
TKT-3769,CUS-61740244,Payment Failure,Low,10,Open,Email
TKT-6348,CUS-54844521,Bug Report,Low,35,Open,Email
TKT-5540,CUS-65660032,Payment Failure,High,28,Closed,Chat
TKT-7664,CUS-61901065,Refund Request,Medium,12,Closed,Chat
TKT-5660,CUS-95936408,Bug Report,Medium,68,Open,Chat
TKT-4303,CUS-23808168,Bug Report,Medium,36,Closed,Phone
TKT-3362,CUS-41172527,Feature Request,Low,15,Closed,Web Portal
TKT-1083,CUS-80406011,Payment Failure,Low,47,Closed,Email
TKT-4136,CUS-94142654,Login Issue,Medium,52,Closed,Web Portal
TKT-7550,CUS-74837208,Bug Report,Low,26,Closed,Chat
TKT-4931,CUS-57183261,Login Issue,Low,4,Closed,Phone
TKT-7114,CUS-45385208,Payment Failure,Medium,42,Closed,Email
TKT-4297,CUS-62334428,Bug Report,Medium,69,Closed,Email
TKT-7168,CUS-43986636,Login Issue,Low,5,Closed,Phone
TKT-2771,CUS-32642918,Bug Report,Medium,44,Closed,Email
TKT-2014,CUS-14769621,Bug Report,Medium,28,Open,Phone
TKT-2081,CUS-23796527,Refund Request,Medium,12,Closed,Email
TKT-5346,CUS-70834235,Payment Failure,High,8,Closed,Email
TKT-6284,CUS-80608002,Refund Request,Low,72,Open,Email
TKT-2239,CUS-67190011,Bug Report,Low,21,Closed,Chat
TKT-3759,CUS-82769998,Subscription Problem,Medium,37,Closed,Web Portal
TKT-4548,CUS-73525530,Bug Report,Medium,48,Closed,Phone
TKT-7726,CUS-23981436,Refund Request,Medium,2,Closed,Chat
TKT-2877,CUS-33762076,Payment Failure,Medium,26,Closed,Email
TKT-5865,CUS-11922236,Payment Failure,Medium,38,Open,Email
TKT-3550,CUS-26905817,Bug Report,Medium,18,Closed,Email
TKT-8935,CUS-44946268,Refund Request,Medium,45,Closed,Web Portal
TKT-4700,CUS-68372952,Bug Report,Low,3,Closed,Chat
TKT-5579,CUS-55741805,Subscription Problem,Low,8,Closed,Email
TKT-6573,CUS-55104336,Login Issue,Medium,39,Closed,Email
TKT-8583,CUS-70023519,Payment Failure,Low,14,Closed,Chat
TKT-4618,CUS-37445576,Login Issue,Low,10,Closed,Chat
TKT-9171,CUS-16196351,Bug Report,Low,72,Closed,Chat
TKT-3245,CUS-95316454,Refund Request,Medium,3,Closed,Chat
TKT-3650,CUS-86133927,Subscription Problem,Low,2,Closed,Chat
TKT-8350,CUS-16038931,Bug Report,Low,26,Open,Chat
TKT-3370,CUS-23904966,Payment Failure,Low,3,Pending,Chat
TKT-2470,CUS-50010418,Login Issue,Medium,13,Closed,Email
TKT-5225,CUS-11742966,Refund Request,Medium,22,Closed,Chat
TKT-7504,CUS-37381799,Login Issue,High,6,Closed,Phone
