event_id,customer_id,event_type,event_time,device_type,traffic_source,session_duration
EvtID17216,CUS-11369777,Upgrade Plan,04-05-2025,Mobile,Instagram,85
EvtID17217,CUS-15689747,Add to Cart,5/19/2025,Desktop,Google Ads,114
EvtID17218,CUS-78204197,Add to Cart,06-11-2025,Mobile,Direct,126
EvtID17219,CUS-46048936,Upgrade Plan,03-03-2026,Desktop,Google Ads,67
EvtID17220,CUS-99898066,Logout,3/27/2026,Desktop,Google Ads,35
EvtID17221,CUS-22707391,Logout,5/26/2025,Mobile,Direct,31
EvtID17222,CUS-98640460,Purchase,2/25/2026,Mobile,Google Ads,13
EvtID17223,CUS-18816695,Upgrade Plan,5/19/2026,Desktop,Google Ads,116
EvtID17224,CUS-51378750,Cancel Subscription,2/13/2026,Mobile,Google Ads,120
EvtID17225,CUS-50854691,Logout,04-04-2025,Mobile,LinkedIn,135
EvtID17226,CUS-77813613,Logout,12-11-2025,Mobile,Direct,139
EvtID17227,CUS-14910966,Login,12/17/2025,Mobile,Email Campaign,74
EvtID17228,CUS-74743969,Add to Cart,04-04-2026,Mobile,Google Ads,58
EvtID17229,CUS-13565374,Purchase,10/28/2025,Mobile,Email Campaign,24
EvtID17230,CUS-91835181,Cancel Subscription,01-05-2026,Mobile,Instagram,1
EvtID17231,CUS-94977165,Purchase,8/28/2025,Mobile,Direct,84
EvtID17232,CUS-50084113,Purchase,02-12-2026,Mobile,Instagram,65
EvtID17233,CUS-39405483,Cancel Subscription,09-10-2025,Mobile,Instagram,93
EvtID17234,CUS-41642629,Purchase,11/19/2025,Mobile,Direct,123
EvtID17235,CUS-65350670,Add to Cart,03-01-2026,Mobile,Direct,30
EvtID17236,CUS-89155739,Logout,7/26/2025,Mobile,LinkedIn,151
EvtID17237,CUS-19086778,Purchase,10/15/2025,Mobile,Organic Search,92
EvtID17238,CUS-92707087,Cancel Subscription,5/19/2026,Mobile,Organic Search,134
EvtID17239,CUS-55338197,Logout,10/14/2025,Desktop,Instagram,10
EvtID17240,CUS-79769923,Login,3/25/2026,Mobile,Google Ads,130
EvtID17241,CUS-65653647,Purchase,05-02-2026,Mobile,Google Ads,146
EvtID17242,CUS-42178499,Upgrade Plan,1/13/2026,Mobile,Direct,33
EvtID17243,CUS-76779543,Upgrade Plan,4/25/2025,Mobile,LinkedIn,135
EvtID17244,CUS-99407721,Logout,4/26/2025,Tablet,Google Ads,101
EvtID17245,CUS-68523391,Upgrade Plan,6/13/2025,Desktop,Instagram,31
EvtID17246,CUS-14073064,Upgrade Plan,6/29/2025,Mobile,LinkedIn,117
EvtID17247,CUS-82988568,Cancel Subscription,10/17/2025,Mobile,Google Ads,81
EvtID17248,CUS-85372215,Purchase,05-12-2026,Mobile,LinkedIn,9
EvtID17249,CUS-75105295,Login,4/28/2025,Mobile,Email Campaign,180
EvtID17250,CUS-79433283,Upgrade Plan,07-09-2025,Mobile,Instagram,60
EvtID17251,CUS-66255966,Logout,12/24/2025,Mobile,Google Ads,65
EvtID17252,CUS-44872256,Cancel Subscription,6/16/2025,Mobile,LinkedIn,100
EvtID17253,CUS-99778779,Login,01-02-2026,Mobile,Instagram,146
EvtID17254,CUS-59598017,Add to Cart,11/17/2025,Mobile,Organic Search,10
EvtID17255,CUS-97541441,Purchase,10/23/2025,Desktop,Instagram,80
EvtID17256,CUS-14559472,Add to Cart,4/24/2025,Mobile,Instagram,74
EvtID17257,CUS-83626292,Logout,5/24/2025,Mobile,Google Ads,7
EvtID17258,CUS-85151427,Logout,5/23/2026,Mobile,Google Ads,139
EvtID17259,CUS-93669528,Cancel Subscription,5/19/2026,Mobile,Instagram,112
EvtID17260,CUS-70366180,Purchase,12-03-2025,Mobile,Email Campaign,34
EvtID17261,CUS-41903791,Login,3/27/2026,Mobile,Direct,161
EvtID17262,CUS-38177474,Purchase,9/20/2025,Mobile,Organic Search,14
EvtID17263,CUS-48916343,Login,06-07-2025,Mobile,Email Campaign,129
EvtID17264,CUS-92693144,Cancel Subscription,9/17/2025,Mobile,LinkedIn,33
EvtID17265,CUS-42830941,Logout,9/26/2025,Desktop,LinkedIn,178
EvtID17266,CUS-33073053,Purchase,04-03-2025,Desktop,Google Ads,19
EvtID17267,CUS-25340916,Cancel Subscription,07-03-2025,Mobile,Email Campaign,114
EvtID17268,CUS-14962295,Login,05-01-2025,Mobile,Instagram,47
EvtID17269,CUS-86125217,Login,1/19/2026,Mobile,Google Ads,48
EvtID17270,CUS-70588816,Login,08-04-2025,Mobile,Organic Search,2
EvtID17271,CUS-23102101,Add to Cart,01-07-2026,Mobile,Google Ads,90
EvtID17272,CUS-22585858,Login,05-03-2026,Mobile,Email Campaign,172
EvtID17273,CUS-58726864,Add to Cart,9/27/2025,Mobile,LinkedIn,105
EvtID17274,CUS-36125639,Purchase,05-04-2025,Mobile,Instagram,144
EvtID17275,CUS-40485281,Purchase,03-05-2026,Desktop,Organic Search,131
EvtID17276,CUS-73866173,Cancel Subscription,07-02-2025,Mobile,Google Ads,90
EvtID17277,CUS-59363164,Cancel Subscription,7/31/2025,Desktop,Instagram,148
EvtID17278,CUS-37398938,Upgrade Plan,5/24/2026,Mobile,Organic Search,66
EvtID17279,CUS-13116895,Purchase,02-07-2026,Mobile,LinkedIn,107
EvtID17280,CUS-53965202,Upgrade Plan,12-11-2025,Mobile,Organic Search,53
EvtID17281,CUS-28719683,Purchase,04-07-2025,Mobile,Google Ads,138
EvtID17282,CUS-85122310,Add to Cart,07-02-2025,Mobile,LinkedIn,2
EvtID17283,CUS-21730995,Cancel Subscription,6/30/2025,Mobile,Google Ads,5
EvtID17284,CUS-25182416,Login,9/26/2025,Mobile,Instagram,24
EvtID17285,CUS-52364480,Logout,1/24/2026,Mobile,Google Ads,127
EvtID17286,CUS-13461557,Cancel Subscription,5/23/2026,Mobile,Email Campaign,80
EvtID17287,CUS-68561315,Upgrade Plan,5/30/2025,Mobile,Instagram,170
EvtID17288,CUS-41826462,Login,8/27/2025,Mobile,Organic Search,98
EvtID17289,CUS-28977092,Upgrade Plan,07-10-2025,Desktop,Google Ads,121
EvtID17290,CUS-32649192,Purchase,4/18/2025,Tablet,Instagram,117
EvtID17291,CUS-96254375,Cancel Subscription,5/20/2026,Mobile,Instagram,180
EvtID17292,CUS-81278517,Logout,06-01-2025,Mobile,LinkedIn,50
EvtID17293,CUS-39394689,Purchase,2/19/2026,Desktop,Email Campaign,163
EvtID17294,CUS-93669350,Add to Cart,9/17/2025,Mobile,LinkedIn,156
EvtID17295,CUS-95219093,Logout,11-06-2025,Mobile,Email Campaign,124
EvtID17296,CUS-26012062,Purchase,01-07-2026,Tablet,Instagram,154
EvtID17297,CUS-60889662,Upgrade Plan,05-09-2026,Mobile,Instagram,149
EvtID17298,CUS-93550888,Purchase,12/25/2025,Mobile,Organic Search,88
EvtID17299,CUS-11252536,Purchase,8/31/2025,Desktop,Google Ads,158
EvtID17300,CUS-29404524,Purchase,12/27/2025,Desktop,Organic Search,154
EvtID17301,CUS-94744935,Logout,3/30/2026,Mobile,Google Ads,45
EvtID17302,CUS-83533306,Cancel Subscription,5/25/2026,Mobile,LinkedIn,138
EvtID17303,CUS-75327181,Upgrade Plan,04-08-2026,Mobile,LinkedIn,104
EvtID17304,CUS-86533756,Login,3/27/2026,Tablet,Organic Search,15
EvtID17305,CUS-19884122,Upgrade Plan,04-09-2026,Desktop,Google Ads,103
EvtID17306,CUS-20871503,Logout,05-01-2025,Mobile,Organic Search,66
EvtID17307,CUS-33697996,Login,2/21/2026,Mobile,Instagram,157
EvtID17308,CUS-88723285,Upgrade Plan,11/21/2025,Mobile,LinkedIn,179
EvtID17309,CUS-87405890,Add to Cart,12/18/2025,Mobile,Google Ads,143
EvtID17310,CUS-68571076,Purchase,3/30/2026,Mobile,Google Ads,100
EvtID17311,CUS-59672005,Upgrade Plan,05-10-2026,Desktop,Organic Search,122
EvtID17312,CUS-48343919,Cancel Subscription,10/13/2025,Desktop,Instagram,146
EvtID17313,CUS-64903503,Cancel Subscription,05-03-2026,Desktop,Instagram,3
EvtID17314,CUS-33045182,Login,6/17/2025,Desktop,Direct,42
EvtID17315,CUS-35289960,Add to Cart,11/20/2025,Desktop,LinkedIn,32
EvtID17316,CUS-40854004,Add to Cart,02-02-2026,Desktop,LinkedIn,111
EvtID17317,CUS-85442635,Purchase,06-12-2025,Desktop,LinkedIn,1
EvtID17318,CUS-54230877,Add to Cart,10-10-2025,Mobile,Google Ads,102
EvtID17319,CUS-94366839,Purchase,01-09-2026,Mobile,Direct,162
EvtID17320,CUS-17800794,Purchase,04-10-2026,Mobile,Instagram,57
EvtID17321,CUS-97647690,Cancel Subscription,10/21/2025,Desktop,Organic Search,124
EvtID17322,CUS-67548555,Cancel Subscription,03-04-2026,Desktop,Google Ads,121
EvtID17323,CUS-61866308,Cancel Subscription,12-02-2025,Mobile,Email Campaign,166
EvtID17324,CUS-68812029,Upgrade Plan,7/30/2025,Mobile,Google Ads,66
EvtID17325,CUS-54724877,Login,10/17/2025,Mobile,Direct,38
EvtID17326,CUS-91924064,Login,07-04-2025,Mobile,Organic Search,131
EvtID17327,CUS-59513717,Upgrade Plan,5/20/2026,Mobile,Organic Search,35
EvtID17328,CUS-48564832,Login,1/19/2026,Mobile,Google Ads,102
EvtID17329,CUS-88234650,Login,08-04-2025,Desktop,Instagram,128
EvtID17330,CUS-46083877,Logout,04-10-2026,Mobile,LinkedIn,111
EvtID17331,CUS-73149325,Upgrade Plan,10/30/2025,Tablet,Email Campaign,67
EvtID17332,CUS-49354797,Cancel Subscription,09-01-2025,Mobile,Instagram,171
EvtID17333,CUS-54930790,Login,12/18/2025,Desktop,Email Campaign,18
EvtID17334,CUS-68588806,Purchase,11/25/2025,Desktop,Instagram,14
EvtID17335,CUS-89089346,Add to Cart,8/15/2025,Mobile,Direct,145
EvtID17336,CUS-27803167,Login,01-11-2026,Mobile,Instagram,81
EvtID17337,CUS-21336833,Logout,5/16/2025,Mobile,Instagram,174
EvtID17338,CUS-82623646,Cancel Subscription,07-06-2025,Mobile,Google Ads,162
EvtID17339,CUS-88361560,Login,3/20/2026,Mobile,Google Ads,163
EvtID17340,CUS-83316319,Purchase,5/27/2025,Tablet,Google Ads,23
EvtID17341,CUS-50312794,Cancel Subscription,11/23/2025,Desktop,Email Campaign,167
EvtID17342,CUS-77935451,Logout,2/14/2026,Tablet,Google Ads,18
EvtID17343,CUS-78789899,Purchase,6/29/2025,Mobile,Google Ads,25
EvtID17344,CUS-20502459,Purchase,05-01-2026,Tablet,Organic Search,178
EvtID17345,CUS-76893937,Upgrade Plan,6/17/2025,Desktop,Instagram,161
EvtID17346,CUS-52003731,Purchase,3/28/2026,Mobile,LinkedIn,28
EvtID17347,CUS-22430357,Upgrade Plan,9/24/2025,Mobile,Instagram,170
EvtID17348,CUS-36335708,Upgrade Plan,5/20/2025,Desktop,Instagram,165
EvtID17349,CUS-95546118,Logout,1/26/2026,Desktop,Instagram,132
EvtID17350,CUS-66842783,Logout,04-09-2025,Mobile,LinkedIn,28
EvtID17351,CUS-11152117,Cancel Subscription,1/24/2026,Mobile,LinkedIn,15
EvtID17352,CUS-92792973,Upgrade Plan,01-07-2026,Mobile,Google Ads,134
EvtID17353,CUS-87834355,Add to Cart,1/25/2026,Desktop,Organic Search,21
EvtID17354,CUS-47714898,Upgrade Plan,4/15/2025,Desktop,Organic Search,13
EvtID17355,CUS-55247028,Logout,8/26/2025,Mobile,Google Ads,77
EvtID17356,CUS-61420923,Purchase,04-12-2025,Tablet,Email Campaign,147
EvtID17357,CUS-47469274,Cancel Subscription,04-07-2025,Mobile,Instagram,54
EvtID17358,CUS-98087895,Login,03-09-2026,Mobile,Google Ads,28
EvtID17359,CUS-64122260,Add to Cart,11/13/2025,Mobile,Instagram,101
EvtID17360,CUS-96209892,Login,6/26/2025,Mobile,LinkedIn,117
EvtID17361,CUS-59711465,Cancel Subscription,1/21/2026,Mobile,Instagram,3
EvtID17362,CUS-58083099,Login,05-08-2026,Mobile,Email Campaign,86
EvtID17363,CUS-48223721,Logout,12/29/2025,Mobile,Instagram,131
EvtID17364,CUS-10806937,Logout,10/30/2025,Mobile,Google Ads,113
EvtID17365,CUS-86026633,Login,05-12-2025,Desktop,LinkedIn,48
EvtID17366,CUS-30489718,Upgrade Plan,11/16/2025,Desktop,Google Ads,156
EvtID17367,CUS-71676898,Cancel Subscription,7/21/2025,Desktop,Organic Search,96
EvtID17368,CUS-99763670,Logout,10-03-2025,Mobile,Direct,177
EvtID17369,CUS-46993181,Logout,12/23/2025,Mobile,Instagram,55
EvtID17370,CUS-96729183,Purchase,4/20/2025,Desktop,LinkedIn,124
EvtID17371,CUS-73911430,Purchase,04-10-2025,Mobile,Instagram,140
EvtID17372,CUS-50753413,Upgrade Plan,8/27/2025,Mobile,Direct,51
EvtID17373,CUS-99829078,Cancel Subscription,02-07-2026,Tablet,Organic Search,127
EvtID17374,CUS-46494787,Upgrade Plan,1/28/2026,Mobile,Google Ads,142
EvtID17375,CUS-22980548,Cancel Subscription,10/14/2025,Mobile,Google Ads,119
EvtID17376,CUS-28178095,Upgrade Plan,3/21/2026,Desktop,Instagram,43
EvtID17377,CUS-25508074,Add to Cart,5/13/2026,Mobile,LinkedIn,80
EvtID17378,CUS-68664319,Logout,10/21/2025,Mobile,Google Ads,34
EvtID17379,CUS-75286155,Add to Cart,9/27/2025,Mobile,Instagram,136
EvtID17380,CUS-65979096,Login,11-12-2025,Mobile,Google Ads,179
EvtID17381,CUS-23604661,Upgrade Plan,3/31/2026,Mobile,LinkedIn,5
EvtID17382,CUS-71308733,Add to Cart,11-12-2025,Mobile,Google Ads,172
EvtID17383,CUS-17056845,Logout,08-01-2025,Desktop,Google Ads,10
EvtID17384,CUS-42840489,Logout,03-08-2026,Tablet,Instagram,57
EvtID17385,CUS-66887093,Cancel Subscription,6/20/2025,Desktop,Google Ads,96
EvtID17386,CUS-30320063,Add to Cart,9/24/2025,Mobile,Google Ads,20
EvtID17387,CUS-40526186,Upgrade Plan,8/30/2025,Mobile,Email Campaign,154
EvtID17388,CUS-67166498,Login,05-10-2026,Mobile,LinkedIn,76
EvtID17389,CUS-70607414,Add to Cart,1/14/2026,Mobile,Email Campaign,161
EvtID17390,CUS-11408782,Add to Cart,9/23/2025,Desktop,Email Campaign,125
EvtID17391,CUS-46624275,Cancel Subscription,6/28/2025,Mobile,Email Campaign,17
EvtID17392,CUS-96344259,Add to Cart,7/21/2025,Mobile,Email Campaign,25
EvtID17393,CUS-32720822,Purchase,09-04-2025,Desktop,Instagram,27
EvtID17394,CUS-10369472,Add to Cart,05-02-2025,Mobile,Email Campaign,171
EvtID17395,CUS-91238588,Upgrade Plan,12/17/2025,Mobile,LinkedIn,92
EvtID17396,CUS-71466278,Cancel Subscription,3/14/2026,Mobile,Email Campaign,53
EvtID17397,CUS-37118348,Login,1/31/2026,Mobile,Email Campaign,87
EvtID17398,CUS-12781136,Add to Cart,8/22/2025,Desktop,Instagram,74
EvtID17399,CUS-56011188,Logout,3/24/2026,Desktop,Google Ads,24
EvtID17400,CUS-75618241,Purchase,05-01-2025,Mobile,Instagram,83
EvtID17401,CUS-11554906,Logout,04-01-2026,Desktop,Organic Search,16
EvtID17402,CUS-47284831,Login,7/18/2025,Mobile,Email Campaign,139
EvtID17403,CUS-23239597,Login,01-04-2026,Mobile,Organic Search,56
EvtID17404,CUS-46620333,Login,05-03-2025,Desktop,Email Campaign,4
EvtID17405,CUS-98268037,Cancel Subscription,05-02-2026,Mobile,Google Ads,71
EvtID17406,CUS-64652485,Upgrade Plan,3/21/2026,Desktop,Google Ads,89
EvtID17407,CUS-42704569,Purchase,9/16/2025,Mobile,Instagram,32
EvtID17408,CUS-44890317,Add to Cart,12/27/2025,Desktop,Instagram,71
EvtID17409,CUS-71541466,Purchase,01-04-2026,Mobile,LinkedIn,94
EvtID17410,CUS-91575707,Upgrade Plan,6/24/2025,Mobile,Organic Search,109
EvtID17411,CUS-31195554,Logout,5/18/2026,Tablet,Organic Search,26
EvtID17412,CUS-80756287,Login,8/23/2025,Mobile,LinkedIn,66
EvtID17413,CUS-98171601,Purchase,5/17/2026,Desktop,Organic Search,14
EvtID17414,CUS-99925869,Add to Cart,01-07-2026,Desktop,Google Ads,150
EvtID17415,CUS-96167039,Login,3/30/2026,Desktop,Organic Search,166
EvtID17416,CUS-53816357,Purchase,1/28/2026,Mobile,Email Campaign,53
EvtID17417,CUS-16393371,Logout,09-11-2025,Desktop,Google Ads,62
EvtID17418,CUS-19874323,Logout,11-10-2025,Mobile,Instagram,38
EvtID17419,CUS-40757955,Add to Cart,9/18/2025,Mobile,Organic Search,83
EvtID17420,CUS-10865506,Login,12/19/2025,Desktop,Instagram,53
EvtID17421,CUS-46762588,Cancel Subscription,12/14/2025,Mobile,Email Campaign,113
EvtID17422,CUS-33783316,Login,07-01-2025,Mobile,Instagram,121
EvtID17423,CUS-63110316,Purchase,4/29/2025,Mobile,Organic Search,180
EvtID17424,CUS-88559863,Upgrade Plan,7/23/2025,Desktop,Google Ads,64
EvtID17425,CUS-74416396,Login,3/21/2026,Mobile,Google Ads,52
EvtID17426,CUS-77366595,Logout,4/21/2026,Desktop,Instagram,32
EvtID17427,CUS-34844103,Cancel Subscription,05-03-2026,Mobile,Google Ads,23
EvtID17428,CUS-70032045,Logout,04-07-2025,Mobile,Google Ads,135
EvtID17429,CUS-82613576,Purchase,5/17/2026,Mobile,Direct,151
EvtID17430,CUS-10000106,Upgrade Plan,09-02-2025,Desktop,Google Ads,113
EvtID17431,CUS-44572761,Add to Cart,6/23/2025,Desktop,Organic Search,90
EvtID17432,CUS-63890881,Upgrade Plan,8/30/2025,Mobile,Google Ads,146
EvtID17433,CUS-46575593,Purchase,07-08-2025,Desktop,Instagram,56
EvtID17434,CUS-98377112,Upgrade Plan,02-05-2026,Mobile,Instagram,45
EvtID17435,CUS-97120711,Login,02-04-2026,Desktop,Google Ads,97
EvtID17436,CUS-29572950,Upgrade Plan,05-02-2025,Desktop,Email Campaign,31
EvtID17437,CUS-23105772,Cancel Subscription,5/23/2025,Mobile,LinkedIn,54
EvtID17438,CUS-51475404,Upgrade Plan,6/18/2025,Mobile,Organic Search,76
EvtID17439,CUS-34656823,Logout,08-06-2025,Mobile,Organic Search,169
EvtID17440,CUS-48516923,Login,6/16/2025,Desktop,Google Ads,88
EvtID17441,CUS-84565584,Upgrade Plan,07-12-2025,Desktop,Organic Search,171
EvtID17442,CUS-81140193,Add to Cart,03-05-2026,Mobile,Email Campaign,121
EvtID17443,CUS-99849191,Upgrade Plan,12-03-2025,Mobile,Google Ads,68
EvtID17444,CUS-42411633,Cancel Subscription,3/14/2026,Mobile,Google Ads,115
EvtID17445,CUS-86492801,Upgrade Plan,05-02-2026,Mobile,LinkedIn,30
EvtID17446,CUS-59194387,Add to Cart,4/14/2025,Desktop,Direct,124
EvtID17447,CUS-92344713,Purchase,1/27/2026,Mobile,LinkedIn,22
EvtID17448,CUS-23309602,Purchase,05-03-2026,Mobile,Instagram,95
EvtID17449,CUS-81828075,Add to Cart,03-11-2026,Mobile,Instagram,144
EvtID17450,CUS-27568759,Logout,9/25/2025,Mobile,Instagram,134
EvtID17451,CUS-17757445,Upgrade Plan,1/15/2026,Desktop,Google Ads,40
EvtID17452,CUS-51947009,Upgrade Plan,8/26/2025,Desktop,Google Ads,71
EvtID17453,CUS-75254590,Add to Cart,01-06-2026,Mobile,Google Ads,122
EvtID17454,CUS-65936158,Logout,06-04-2025,Tablet,Instagram,97
EvtID17455,CUS-28195001,Purchase,05-01-2026,Mobile,LinkedIn,90
EvtID17456,CUS-93129607,Upgrade Plan,3/16/2026,Desktop,Google Ads,72
EvtID17457,CUS-46322953,Upgrade Plan,9/25/2025,Mobile,Email Campaign,155
EvtID17458,CUS-54762367,Add to Cart,12/24/2025,Mobile,Email Campaign,173
EvtID17459,CUS-93178768,Login,10/22/2025,Desktop,Email Campaign,77
EvtID17460,CUS-97998012,Login,06-03-2025,Mobile,Instagram,87
EvtID17461,CUS-28345030,Purchase,5/23/2025,Mobile,Google Ads,23
EvtID17462,CUS-51520967,Upgrade Plan,7/17/2025,Mobile,Organic Search,11
EvtID17463,CUS-73498998,Add to Cart,2/24/2026,Mobile,Direct,170
EvtID17464,CUS-77100709,Logout,7/19/2025,Mobile,Google Ads,68
EvtID17465,CUS-79882085,Cancel Subscription,11-12-2025,Mobile,Google Ads,5
EvtID17466,CUS-81297287,Login,04-04-2025,Mobile,Organic Search,151
EvtID17467,CUS-62971099,Upgrade Plan,5/22/2025,Desktop,LinkedIn,73
EvtID17468,CUS-41616144,Cancel Subscription,04-09-2025,Mobile,Organic Search,71
EvtID17469,CUS-46887233,Logout,1/22/2026,Desktop,Google Ads,52
EvtID17470,CUS-80076354,Upgrade Plan,9/26/2025,Mobile,Google Ads,155
EvtID17471,CUS-76544107,Cancel Subscription,2/25/2026,Desktop,Instagram,170
EvtID17472,CUS-22746791,Purchase,05-08-2026,Mobile,Email Campaign,139
EvtID17473,CUS-59091195,Logout,12/19/2025,Mobile,LinkedIn,31
EvtID17474,CUS-52022754,Logout,11/27/2025,Mobile,Google Ads,12
EvtID17475,CUS-92688632,Cancel Subscription,10-09-2025,Desktop,Instagram,56
EvtID17476,CUS-33268564,Upgrade Plan,06-01-2025,Mobile,Instagram,172
EvtID17477,CUS-80176462,Cancel Subscription,4/20/2025,Mobile,Instagram,177
EvtID17478,CUS-48417437,Upgrade Plan,09-09-2025,Mobile,Instagram,141
EvtID17479,CUS-89832922,Cancel Subscription,4/27/2026,Desktop,Instagram,82
EvtID17480,CUS-26941410,Purchase,06-01-2025,Mobile,Instagram,33
EvtID17481,CUS-88021340,Purchase,11-09-2025,Desktop,Instagram,141
EvtID17482,CUS-64412539,Login,05-04-2025,Mobile,Email Campaign,37
EvtID17483,CUS-65756273,Logout,05-01-2025,Mobile,Instagram,172
EvtID17484,CUS-32020572,Login,05-07-2025,Mobile,Google Ads,63
EvtID17485,CUS-78999796,Logout,02-02-2026,Mobile,Organic Search,127
EvtID17486,CUS-32487257,Login,08-06-2025,Mobile,LinkedIn,78
EvtID17487,CUS-30171088,Logout,03-02-2026,Mobile,Instagram,27
EvtID17488,CUS-80051544,Cancel Subscription,05-03-2025,Mobile,Google Ads,55
EvtID17489,CUS-59760625,Add to Cart,5/17/2026,Mobile,Email Campaign,17
EvtID17490,CUS-28235808,Purchase,4/18/2025,Desktop,Google Ads,62
EvtID17491,CUS-60077555,Logout,3/25/2026,Mobile,Organic Search,126
EvtID17492,CUS-57570541,Logout,05-08-2025,Mobile,Organic Search,160
EvtID17493,CUS-67889969,Add to Cart,12/28/2025,Mobile,Instagram,118
EvtID17494,CUS-78244671,Cancel Subscription,2/17/2026,Mobile,Instagram,59
EvtID17495,CUS-27557908,Logout,05-12-2026,Mobile,Organic Search,146
EvtID17496,CUS-55459360,Cancel Subscription,5/21/2025,Mobile,LinkedIn,144
EvtID17497,CUS-19315372,Logout,4/29/2025,Mobile,Direct,179
EvtID17498,CUS-71274740,Logout,08-11-2025,Mobile,Google Ads,141
EvtID17499,CUS-45930060,Add to Cart,8/19/2025,Desktop,Instagram,68
EvtID17500,CUS-77633996,Logout,2/16/2026,Mobile,Google Ads,17
EvtID17501,CUS-86699926,Add to Cart,10/19/2025,Mobile,Instagram,133
EvtID17502,CUS-95394516,Add to Cart,4/30/2026,Mobile,Organic Search,120
EvtID17503,CUS-59506223,Add to Cart,10/23/2025,Tablet,Google Ads,151
EvtID17504,CUS-49321469,Add to Cart,12/13/2025,Mobile,Email Campaign,94
EvtID17505,CUS-32757409,Add to Cart,01-06-2026,Desktop,Instagram,137
EvtID17506,CUS-79026382,Login,01-09-2026,Mobile,Instagram,59
EvtID17507,CUS-91575654,Cancel Subscription,03-04-2026,Desktop,Organic Search,177
EvtID17508,CUS-61399272,Logout,07-05-2025,Desktop,Organic Search,27
EvtID17509,CUS-39343197,Upgrade Plan,4/24/2025,Desktop,Google Ads,37
EvtID17510,CUS-94607740,Login,06-03-2025,Mobile,Organic Search,170
EvtID17511,CUS-73659344,Purchase,09-12-2025,Desktop,LinkedIn,72
EvtID17512,CUS-70643428,Login,05-10-2026,Mobile,Google Ads,79
EvtID17513,CUS-41674440,Login,05-12-2025,Mobile,Google Ads,45
EvtID17514,CUS-79511815,Login,4/29/2026,Desktop,Google Ads,112
EvtID17515,CUS-92341371,Logout,11-11-2025,Mobile,Instagram,121
EvtID17516,CUS-15303434,Add to Cart,02-09-2026,Mobile,Google Ads,54
EvtID17517,CUS-23588091,Upgrade Plan,12/23/2025,Mobile,Google Ads,20
EvtID17518,CUS-98621655,Upgrade Plan,11-12-2025,Mobile,Organic Search,16
EvtID17519,CUS-84819363,Add to Cart,4/30/2025,Mobile,Google Ads,163
EvtID17520,CUS-97477145,Upgrade Plan,11-05-2025,Mobile,LinkedIn,130
EvtID17521,CUS-96697275,Upgrade Plan,10/25/2025,Mobile,Google Ads,48
EvtID17522,CUS-16567045,Upgrade Plan,02-06-2026,Desktop,Instagram,145
EvtID17523,CUS-47660416,Logout,8/20/2025,Mobile,Google Ads,159
EvtID17524,CUS-49339136,Cancel Subscription,11-05-2025,Mobile,Instagram,113
EvtID17525,CUS-60384973,Logout,04-03-2025,Mobile,Direct,171
EvtID17526,CUS-66741036,Purchase,4/15/2025,Desktop,Instagram,159
EvtID17527,CUS-31878082,Add to Cart,11-09-2025,Mobile,Email Campaign,26
EvtID17528,CUS-96073903,Purchase,03-06-2026,Mobile,LinkedIn,170
EvtID17529,CUS-73306006,Purchase,2/13/2026,Mobile,Instagram,160
EvtID17530,CUS-73710616,Login,12-07-2025,Mobile,Email Campaign,17
EvtID17531,CUS-19650440,Purchase,4/23/2025,Mobile,Organic Search,17
EvtID17532,CUS-97946431,Login,9/15/2025,Mobile,Instagram,17
EvtID17533,CUS-36354055,Login,7/16/2025,Desktop,Instagram,74
EvtID17534,CUS-49057669,Upgrade Plan,11-05-2025,Mobile,Organic Search,110
EvtID17535,CUS-76832503,Add to Cart,03-11-2026,Mobile,Instagram,85
EvtID17536,CUS-90040082,Cancel Subscription,4/23/2026,Mobile,Direct,95
EvtID17537,CUS-93875093,Login,02-10-2026,Mobile,Instagram,88
EvtID17538,CUS-57891048,Login,5/19/2025,Mobile,LinkedIn,178
EvtID17539,CUS-33101149,Login,05-02-2026,Mobile,Instagram,179
EvtID17540,CUS-11276160,Cancel Subscription,05-12-2025,Mobile,Google Ads,61
EvtID17541,CUS-50160780,Upgrade Plan,4/26/2025,Mobile,Instagram,98
EvtID17542,CUS-36687889,Login,5/25/2026,Mobile,Email Campaign,55
EvtID17543,CUS-65444310,Purchase,10-04-2025,Desktop,Google Ads,53
EvtID17544,CUS-24935740,Cancel Subscription,10-07-2025,Mobile,Email Campaign,145
EvtID17545,CUS-58433198,Cancel Subscription,04-10-2025,Desktop,Google Ads,123
EvtID17546,CUS-31035797,Login,7/26/2025,Mobile,Direct,32
EvtID17547,CUS-54535051,Upgrade Plan,09-05-2025,Mobile,LinkedIn,54
EvtID17548,CUS-14857858,Cancel Subscription,9/27/2025,Mobile,Google Ads,76
EvtID17549,CUS-87899190,Upgrade Plan,2/18/2026,Desktop,Google Ads,126
EvtID17550,CUS-88763810,Add to Cart,10-03-2025,Mobile,Organic Search,15
EvtID17551,CUS-54645551,Upgrade Plan,2/21/2026,Mobile,Google Ads,48
EvtID17552,CUS-55209997,Cancel Subscription,04-10-2025,Mobile,Instagram,16
EvtID17553,CUS-24170336,Login,11/21/2025,Mobile,Google Ads,8
EvtID17554,CUS-35626322,Logout,8/26/2025,Mobile,Google Ads,144
EvtID17555,CUS-21652756,Add to Cart,7/22/2025,Desktop,Email Campaign,137
