ticket_id,customer_id,issue_type,priority,resolution_time_hours,ticket_status,support_channel
TKT-3474,CUS-94745491,Payment Failure,Low,36,Closed,Chat
TKT-9057,CUS-77806013,Refund Request,Medium,25,Open,Email
TKT-6898,CUS-30183474,Subscription Problem,High,36,Pending,Phone
TKT-6451,CUS-63295835,Login Issue,Medium,33,Open,Email
TKT-8692,CUS-22344034,Subscription Problem,Low,63,Pending,Email
TKT-7575,CUS-56668767,Feature Request,Medium,41,Closed,Chat
TKT-4527,CUS-97628138,Payment Failure,Low,13,Closed,Chat
TKT-8145,CUS-98130999,Refund Request,Low,46,Closed,Email
TKT-4005,CUS-52461574,Bug Report,High,49,Open,Chat
TKT-5932,CUS-16954539,Refund Request,Low,19,Closed,Chat
TKT-5967,CUS-69864302,Payment Failure,Medium,60,Pending,Email
TKT-3763,CUS-94744935,Refund Request,Medium,7,Pending,Chat
TKT-3810,CUS-87405890,Subscription Problem,Medium,10,Closed,Phone
TKT-1019,CUS-10000106,Login Issue,High,1,Pending,Email
TKT-6917,CUS-71274740,Payment Failure,Medium,50,Closed,Email
TKT-4320,CUS-23588091,Login Issue,Medium,25,Closed,Chat
TKT-2726,CUS-78465830,Subscription Problem,Low,6,Pending,Email
TKT-6411,CUS-92079851,Feature Request,Medium,10,Open,Web Portal
TKT-8844,CUS-87484097,Bug Report,High,19,Closed,Chat
TKT-3909,CUS-94143725,Bug Report,High,70,Closed,Chat
TKT-9546,CUS-88203547,Bug Report,Medium,66,Open,Chat
TKT-6906,CUS-62646038,Login Issue,Medium,63,Closed,Chat
TKT-1590,CUS-24480644,Login Issue,Low,8,Closed,Chat
TKT-5762,CUS-23295134,Login Issue,Low,33,Closed,Email
TKT-3501,CUS-65195524,Login Issue,Medium,46,Closed,Phone
TKT-2469,CUS-59738480,Feature Request,Medium,14,Closed,Chat
TKT-1126,CUS-56933621,Subscription Problem,Critical,44,Pending,Web Portal
TKT-3640,CUS-16964874,Refund Request,High,8,Closed,Email
TKT-2715,CUS-98924157,Subscription Problem,Critical,49,Closed,Email
TKT-9382,CUS-63267122,Payment Failure,High,65,Closed,Chat
TKT-1694,CUS-25454211,Bug Report,Medium,60,Closed,Email
TKT-1020,CUS-12215216,Login Issue,Low,62,Pending,Chat
TKT-4214,CUS-81295420,Refund Request,Medium,62,Closed,Chat
TKT-3015,CUS-27100004,Subscription Problem,High,11,Closed,Phone
TKT-1882,CUS-17845110,Subscription Problem,Medium,21,Open,Chat
TKT-1132,CUS-34846048,Bug Report,Low,60,Pending,Email
TKT-7614,CUS-49848974,Login Issue,Low,48,Closed,Email
TKT-6298,CUS-44384033,Feature Request,Medium,1,Closed,Chat
TKT-9611,CUS-56092973,Payment Failure,Medium,71,Open,Chat
TKT-2434,CUS-90524616,Login Issue,High,53,Closed,Chat
TKT-2578,CUS-87665612,Payment Failure,Medium,8,Closed,Email
TKT-2656,CUS-96455740,Payment Failure,High,6,Closed,Chat
TKT-4726,CUS-60258275,Subscription Problem,Medium,10,Open,Chat
TKT-5296,CUS-39586113,Feature Request,Low,70,Closed,Web Portal
TKT-6223,CUS-16637835,Bug Report,Medium,58,Open,Email
TKT-3324,CUS-49640745,Payment Failure,Medium,28,Closed,Phone
TKT-6391,CUS-46370038,Refund Request,High,63,Closed,Email
TKT-8119,CUS-52343698,Login Issue,Low,23,Closed,Chat
TKT-8647,CUS-49465944,Subscription Problem,Critical,35,Closed,Chat
TKT-7229,CUS-76845921,Payment Failure,High,42,Closed,Email
TKT-3794,CUS-17094206,Bug Report,Critical,42,Closed,Email
TKT-2427,CUS-66997294,Payment Failure,Low,17,Closed,Chat
TKT-4598,CUS-44714881,Feature Request,Low,31,Closed,Email
TKT-2154,CUS-37765535,Subscription Problem,Low,41,Closed,Email
TKT-6811,CUS-56139662,Subscription Problem,Low,67,Closed,Chat
TKT-3127,CUS-99324793,Login Issue,Medium,58,Closed,Chat
TKT-2615,CUS-76664757,Subscription Problem,Low,44,Closed,Phone
TKT-1311,CUS-24882168,Subscription Problem,Low,37,Closed,Phone
TKT-8468,CUS-45245503,Login Issue,Medium,20,Pending,Email
TKT-7547,CUS-72793438,Payment Failure,Low,34,Closed,Email
TKT-2896,CUS-76603019,Bug Report,Critical,26,Pending,Email
TKT-2968,CUS-65534855,Refund Request,Medium,19,Pending,Chat
TKT-7919,CUS-29954748,Login Issue,Medium,17,Closed,Email
TKT-5215,CUS-46110966,Login Issue,Low,42,Closed,Web Portal
TKT-5403,CUS-62005831,Feature Request,High,64,Closed,Email
TKT-3541,CUS-44126991,Payment Failure,Low,21,Closed,Chat
TKT-9594,CUS-14553204,Subscription Problem,Medium,72,Open,Web Portal
TKT-9679,CUS-67780193,Login Issue,High,62,Closed,Phone
TKT-1052,CUS-73040682,Refund Request,Low,51,Closed,Chat
TKT-1454,CUS-18614321,Bug Report,Medium,63,Open,Email
TKT-4233,CUS-26135239,Login Issue,Medium,51,Closed,Email
TKT-7084,CUS-22567117,Refund Request,Medium,12,Open,Email
TKT-5061,CUS-96593714,Feature Request,Low,22,Closed,Email
TKT-9672,CUS-36404700,Subscription Problem,High,64,Closed,Web Portal
TKT-8703,CUS-60872927,Login Issue,Medium,59,Closed,Chat
TKT-9175,CUS-68811668,Bug Report,Medium,61,Closed,Email
TKT-4102,CUS-51531906,Subscription Problem,Low,22,Closed,Web Portal
TKT-8980,CUS-89869099,Refund Request,Low,17,Closed,Phone
TKT-8990,CUS-10354539,Payment Failure,Low,70,Open,Chat
TKT-1273,CUS-18921125,Login Issue,Medium,2,Closed,Chat
TKT-5237,CUS-17421725,Refund Request,Low,50,Closed,Email
TKT-2384,CUS-14484736,Refund Request,Low,62,Closed,Email
TKT-6483,CUS-55981896,Login Issue,Low,39,Closed,Email
TKT-8335,CUS-52139061,Login Issue,Medium,21,Closed,Email
TKT-7636,CUS-56017544,Login Issue,High,27,Closed,Web Portal
TKT-7234,CUS-71999602,Bug Report,Low,18,Open,Email
TKT-9311,CUS-17567562,Refund Request,Medium,32,Closed,Chat
TKT-9001,CUS-51323089,Refund Request,Low,56,Closed,Phone
TKT-1535,CUS-79092759,Bug Report,Low,22,Closed,Email
TKT-9981,CUS-80134401,Refund Request,Low,24,Closed,Web Portal
TKT-7383,CUS-11508889,Payment Failure,Medium,47,Closed,Email
TKT-8603,CUS-98060758,Feature Request,Low,3,Open,Chat
TKT-5132,CUS-34910398,Bug Report,Medium,23,Closed,Email
TKT-8065,CUS-31994863,Subscription Problem,Low,9,Open,Chat
TKT-5213,CUS-60768651,Login Issue,High,40,Pending,Chat
TKT-9228,CUS-87632315,Subscription Problem,Low,16,Closed,Phone
TKT-2099,CUS-94823206,Subscription Problem,Low,20,Closed,Email
TKT-5606,CUS-77231245,Bug Report,Low,66,Pending,Email
TKT-9213,CUS-68527055,Login Issue,Medium,50,Closed,Chat
TKT-2672,CUS-37424595,Bug Report,Low,64,Pending,Phone
TKT-2857,CUS-55225331,Payment Failure,Low,14,Closed,Phone
TKT-5024,CUS-51202971,Bug Report,Low,32,Closed,Email
TKT-3434,CUS-21454810,Feature Request,Medium,63,Closed,Email
TKT-8346,CUS-26970953,Login Issue,Medium,15,Closed,Email
TKT-5719,CUS-71037606,Payment Failure,Medium,70,Open,Email
TKT-8549,CUS-88439537,Login Issue,Low,3,Open,Web Portal
TKT-7813,CUS-90285896,Feature Request,Low,72,Closed,Web Portal
TKT-7706,CUS-59424122,Bug Report,Medium,40,Open,Email
TKT-3116,CUS-76807142,Payment Failure,Medium,35,Pending,Chat
TKT-2036,CUS-73065042,Payment Failure,Medium,66,Open,Chat
TKT-5573,CUS-37097414,Refund Request,Low,30,Closed,Email
TKT-9635,CUS-73663907,Subscription Problem,Critical,67,Closed,Email
TKT-4448,CUS-69586619,Payment Failure,Medium,1,Pending,Email
TKT-1672,CUS-37560036,Refund Request,Low,64,Pending,Web Portal
TKT-2764,CUS-42676532,Payment Failure,Low,60,Pending,Email
TKT-2301,CUS-80820774,Subscription Problem,Low,66,Pending,Phone
TKT-9924,CUS-87712948,Feature Request,Low,10,Closed,Phone
TKT-9186,CUS-31950532,Payment Failure,High,20,Closed,Web Portal
TKT-4091,CUS-37821449,Login Issue,Low,55,Pending,Web Portal
TKT-7137,CUS-76630810,Subscription Problem,Low,31,Pending,Chat
TKT-3660,CUS-86383059,Login Issue,High,12,Closed,Email
TKT-3786,CUS-97244783,Subscription Problem,Low,72,Closed,Email
TKT-9472,CUS-82633783,Refund Request,Low,36,Closed,Phone
TKT-5650,CUS-83074113,Bug Report,Medium,25,Closed,Chat
TKT-6789,CUS-86126075,Login Issue,Medium,17,Open,Chat
TKT-3367,CUS-13025376,Payment Failure,High,31,Closed,Email
TKT-2367,CUS-39962957,Payment Failure,High,16,Open,Email
TKT-2582,CUS-90754528,Bug Report,Medium,68,Closed,Email
TKT-9770,CUS-57355704,Subscription Problem,Medium,1,Closed,Phone
TKT-5180,CUS-72617026,Payment Failure,Medium,18,Closed,Web Portal
TKT-2628,CUS-28885517,Refund Request,Low,59,Closed,Chat
TKT-3106,CUS-67539660,Login Issue,Low,20,Pending,Chat
TKT-7035,CUS-24952782,Refund Request,High,51,Closed,Email
TKT-7342,CUS-90754823,Payment Failure,High,45,Closed,Chat
TKT-6029,CUS-80374636,Login Issue,High,53,Closed,Email
TKT-9024,CUS-62053560,Login Issue,Critical,23,Open,Email
TKT-8489,CUS-62043339,Bug Report,High,67,Pending,Phone
TKT-2491,CUS-48891815,Subscription Problem,Low,70,Closed,Chat
TKT-5062,CUS-43050795,Bug Report,Low,50,Closed,Email
TKT-2403,CUS-96964404,Login Issue,Low,57,Closed,Web Portal
TKT-7926,CUS-13159453,Login Issue,Low,1,Pending,Email
TKT-1373,CUS-41673228,Subscription Problem,Low,52,Pending,Chat
TKT-4615,CUS-94657635,Bug Report,Low,56,Closed,Email
TKT-5525,CUS-54256880,Login Issue,Low,61,Closed,Email
TKT-4208,CUS-78779484,Login Issue,High,44,Closed,Email
TKT-3224,CUS-70757120,Refund Request,Medium,34,Closed,Email
TKT-7888,CUS-90873769,Login Issue,Medium,15,Closed,Email
TKT-5885,CUS-60815411,Payment Failure,Low,3,Closed,Email
TKT-7952,CUS-68782430,Login Issue,Low,43,Closed,Email
TKT-4010,CUS-64456327,Login Issue,Medium,62,Closed,Email
TKT-2952,CUS-79778247,Payment Failure,Medium,14,Closed,Phone
TKT-6803,CUS-77484741,Login Issue,Critical,70,Closed,Phone
TKT-5043,CUS-47319333,Subscription Problem,Medium,1,Open,Chat
TKT-5621,CUS-65178882,Subscription Problem,Low,20,Pending,Email
TKT-1459,CUS-42517462,Login Issue,Low,65,Open,Web Portal
TKT-4003,CUS-24874308,Login Issue,Medium,47,Closed,Web Portal
TKT-5281,CUS-66017200,Payment Failure,Low,62,Closed,Email
TKT-8128,CUS-21381112,Refund Request,Medium,21,Closed,Chat
TKT-9243,CUS-96554776,Subscription Problem,Medium,34,Closed,Email
TKT-5228,CUS-55955690,Subscription Problem,High,70,Pending,Chat
TKT-9127,CUS-27418213,Payment Failure,Low,17,Closed,Chat
TKT-9531,CUS-86022702,Payment Failure,Critical,62,Closed,Chat
TKT-7452,CUS-64568722,Login Issue,Low,18,Open,Phone
TKT-6300,CUS-80233762,Bug Report,High,39,Closed,Chat
TKT-4823,CUS-26307653,Bug Report,High,39,Pending,Email
TKT-2499,CUS-20808413,Refund Request,Medium,51,Closed,Phone
TKT-3818,CUS-54271644,Subscription Problem,Medium,17,Closed,Email
TKT-7941,CUS-35623779,Login Issue,Low,53,Closed,Chat
TKT-6486,CUS-12166974,Login Issue,Low,27,Closed,Web Portal
TKT-4725,CUS-96288039,Bug Report,Medium,68,Closed,Chat
TKT-8967,CUS-10234759,Feature Request,Medium,57,Closed,Email
TKT-6181,CUS-34756125,Bug Report,Medium,14,Pending,Web Portal
TKT-2165,CUS-23840396,Subscription Problem,High,25,Closed,Web Portal
TKT-9371,CUS-53082964,Bug Report,Medium,45,Closed,Chat
TKT-6062,CUS-54815027,Feature Request,Low,70,Closed,Chat
TKT-7945,CUS-24195294,Subscription Problem,High,28,Pending,Chat
TKT-7788,CUS-62615377,Login Issue,Medium,24,Closed,Phone
TKT-9840,CUS-82925741,Login Issue,High,32,Closed,Email
TKT-2713,CUS-31437660,Refund Request,Low,67,Closed,Email
TKT-2229,CUS-19210484,Login Issue,Medium,8,Closed,Phone
TKT-2490,CUS-58337368,Bug Report,Medium,45,Closed,Web Portal
TKT-7088,CUS-30702923,Payment Failure,Low,55,Closed,Email
TKT-9452,CUS-74296965,Login Issue,Medium,59,Closed,Chat
TKT-8120,CUS-41183680,Subscription Problem,Low,9,Closed,Chat
TKT-2311,CUS-37367323,Feature Request,High,66,Closed,Chat
TKT-5739,CUS-53519119,Refund Request,Medium,51,Closed,Phone
TKT-8138,CUS-20968128,Bug Report,Medium,33,Closed,Chat
TKT-1950,CUS-55644829,Payment Failure,Medium,9,Closed,Email
TKT-9660,CUS-57028374,Login Issue,High,41,Pending,Chat
TKT-8098,CUS-41698862,Subscription Problem,Low,58,Closed,Chat
TKT-8676,CUS-16301148,Subscription Problem,Low,4,Closed,Chat
TKT-6257,CUS-70472291,Login Issue,Medium,11,Closed,Phone
TKT-5217,CUS-62713204,Login Issue,Medium,65,Closed,Email
TKT-1367,CUS-39412741,Bug Report,Low,64,Closed,Chat
TKT-3281,CUS-45772041,Payment Failure,Low,29,Closed,Chat
TKT-6020,CUS-31434773,Login Issue,Low,71,Closed,Web Portal
TKT-4427,CUS-73864290,Login Issue,High,61,Closed,Email
TKT-7929,CUS-44099374,Login Issue,Medium,56,Closed,Chat
TKT-8329,CUS-15088946,Subscription Problem,Medium,7,Closed,Web Portal
TKT-6971,CUS-80104582,Payment Failure,Low,46,Closed,Email
TKT-7174,CUS-28486691,Payment Failure,Low,50,Open,Web Portal
TKT-1370,CUS-92524726,Payment Failure,Low,2,Closed,Chat
TKT-4960,CUS-79047712,Subscription Problem,Low,29,Closed,Phone
TKT-2660,CUS-54389572,Payment Failure,Low,1,Open,Email
TKT-8318,CUS-42889878,Refund Request,Critical,67,Closed,Chat
TKT-3368,CUS-22023222,Payment Failure,Medium,70,Open,Phone
TKT-7007,CUS-97555747,Refund Request,Low,22,Closed,Phone
TKT-7494,CUS-81286955,Payment Failure,High,34,Closed,Email
TKT-9181,CUS-14383833,Login Issue,Low,46,Closed,Chat
TKT-1222,CUS-49382970,Login Issue,Low,2,Closed,Email
TKT-4833,CUS-33089421,Subscription Problem,Low,59,Open,Email
TKT-4262,CUS-54706872,Feature Request,High,64,Closed,Email
TKT-5738,CUS-63992791,Subscription Problem,Medium,51,Closed,Email
TKT-9151,CUS-67860785,Subscription Problem,Medium,28,Closed,Web Portal
TKT-2366,CUS-49160831,Subscription Problem,Low,42,Open,Chat
TKT-7490,CUS-53517565,Bug Report,Low,11,Pending,Phone
TKT-4550,CUS-76594060,Subscription Problem,High,39,Open,Email
TKT-9508,CUS-97886088,Login Issue,Low,18,Closed,Email
TKT-5417,CUS-44712178,Bug Report,Low,53,Closed,Chat
TKT-2191,CUS-92448465,Login Issue,Low,53,Open,Email
TKT-7347,CUS-23896645,Subscription Problem,High,19,Closed,Chat
TKT-1462,CUS-33440424,Refund Request,Medium,58,Closed,Chat
TKT-3109,CUS-70134454,Feature Request,High,31,Open,Email
TKT-1148,CUS-57884792,Payment Failure,Low,40,Open,Email
TKT-6293,CUS-44096666,Payment Failure,Low,10,Open,Chat
TKT-4662,CUS-67730972,Bug Report,Medium,59,Open,Email
TKT-7348,CUS-25961611,Login Issue,Medium,15,Closed,Chat
TKT-5581,CUS-80347925,Bug Report,Medium,38,Closed,Chat
TKT-7741,CUS-13876895,Subscription Problem,Low,36,Open,Email
TKT-1488,CUS-78146888,Login Issue,Medium,32,Closed,Email
TKT-3925,CUS-74551205,Login Issue,High,67,Closed,Phone
TKT-8075,CUS-81444823,Feature Request,Medium,25,Closed,Email
TKT-2629,CUS-15599269,Login Issue,High,9,Closed,Chat
TKT-5700,CUS-82907753,Login Issue,Medium,27,Closed,Chat
TKT-5938,CUS-18399123,Payment Failure,Low,59,Closed,Email
TKT-6840,CUS-35522512,Bug Report,Low,38,Closed,Chat
TKT-7701,CUS-28697879,Login Issue,Medium,38,Closed,Web Portal
TKT-5991,CUS-66296250,Refund Request,Medium,55,Closed,Chat
TKT-8457,CUS-84302202,Login Issue,Medium,30,Open,Web Portal
TKT-2216,CUS-73773487,Bug Report,High,11,Closed,Phone
TKT-1189,CUS-14545052,Payment Failure,High,66,Closed,Phone
TKT-9723,CUS-82726512,Refund Request,Low,70,Closed,Chat
TKT-7688,CUS-92386593,Refund Request,Low,48,Closed,Chat
TKT-7869,CUS-27423738,Payment Failure,Low,7,Closed,Email
TKT-6990,CUS-28296183,Feature Request,Medium,15,Open,Email
TKT-2740,CUS-95320213,Bug Report,Low,61,Closed,Email
TKT-9632,CUS-83859201,Login Issue,Medium,6,Closed,Email
TKT-7225,CUS-93053676,Refund Request,Medium,42,Pending,Email
TKT-1013,CUS-45461132,Feature Request,Medium,21,Open,Chat
TKT-5311,CUS-17224362,Bug Report,Medium,63,Closed,Email
TKT-8611,CUS-90351677,Login Issue,Medium,58,Closed,Chat
TKT-9515,CUS-59368712,Feature Request,Medium,70,Closed,Email
TKT-2663,CUS-95850111,Payment Failure,Low,13,Closed,Email
TKT-4194,CUS-81812336,Bug Report,Medium,57,Pending,Email
TKT-2930,CUS-88080662,Bug Report,High,55,Closed,Phone
TKT-3048,CUS-57279491,Bug Report,Critical,35,Open,Phone
TKT-9364,CUS-57714936,Refund Request,Medium,27,Closed,Phone
TKT-4413,CUS-33063969,Subscription Problem,High,28,Open,Email
TKT-9746,CUS-56495315,Refund Request,Low,13,Open,Chat
TKT-7364,CUS-49802683,Payment Failure,High,44,Closed,Chat
TKT-5959,CUS-61562830,Login Issue,Low,16,Closed,Phone
TKT-3423,CUS-24007436,Payment Failure,Low,11,Closed,Chat
TKT-2650,CUS-95184274,Payment Failure,Medium,20,Pending,Email
TKT-6992,CUS-63837086,Payment Failure,Medium,25,Closed,Email
TKT-4211,CUS-70232308,Login Issue,Medium,41,Closed,Email
TKT-5040,CUS-39186618,Login Issue,Medium,26,Pending,Email
TKT-6065,CUS-19518624,Login Issue,Low,59,Pending,Email
TKT-4644,CUS-46787819,Payment Failure,Low,24,Closed,Email
TKT-5245,CUS-92785174,Feature Request,Medium,1,Closed,Email
TKT-7208,CUS-64879316,Payment Failure,Low,23,Pending,Chat
TKT-3484,CUS-97079515,Subscription Problem,Low,32,Pending,Email
TKT-5705,CUS-76236718,Bug Report,Low,4,Closed,Email
TKT-9163,CUS-61882101,Subscription Problem,Low,47,Closed,Chat
TKT-3755,CUS-47425406,Subscription Problem,High,24,Closed,Chat
TKT-4249,CUS-14575371,Bug Report,Low,60,Closed,Email
TKT-3524,CUS-34343598,Bug Report,Low,26,Open,Chat
TKT-5470,CUS-84648698,Refund Request,Medium,15,Open,Email
TKT-1890,CUS-66100949,Payment Failure,Low,20,Closed,Phone
TKT-6564,CUS-80791080,Bug Report,Medium,64,Closed,Web Portal
TKT-2443,CUS-61994058,Refund Request,Medium,53,Open,Chat
TKT-4588,CUS-57247595,Login Issue,Medium,14,Pending,Phone
TKT-3760,CUS-49535174,Payment Failure,High,12,Closed,Email
TKT-3313,CUS-68960422,Payment Failure,Medium,21,Closed,Email
TKT-8121,CUS-69510404,Feature Request,Medium,5,Closed,Chat
TKT-6082,CUS-99095229,Refund Request,High,2,Closed,Email
TKT-3432,CUS-24135234,Payment Failure,High,7,Open,Email
TKT-6179,CUS-56636566,Login Issue,Low,59,Closed,Chat
TKT-3759,CUS-46048313,Login Issue,Critical,36,Closed,Email
TKT-2788,CUS-93978381,Bug Report,Medium,18,Closed,Email
TKT-8562,CUS-69504309,Bug Report,Low,2,Closed,Web Portal
TKT-7739,CUS-92239668,Bug Report,Low,49,Closed,Chat
TKT-1166,CUS-15208470,Bug Report,Medium,22,Open,Chat
TKT-4372,CUS-31910272,Subscription Problem,High,13,Closed,Chat
TKT-8934,CUS-91224459,Login Issue,Medium,6,Closed,Email
TKT-4019,CUS-63830135,Bug Report,Medium,30,Pending,Chat
TKT-7378,CUS-71474735,Login Issue,Medium,22,Pending,Phone
TKT-4415,CUS-94534518,Subscription Problem,Low,47,Pending,Email
TKT-1227,CUS-27881563,Payment Failure,Low,34,Closed,Email
TKT-1355,CUS-69213422,Payment Failure,Low,2,Closed,Email
TKT-4809,CUS-96312143,Login Issue,Low,14,Closed,Chat
TKT-4112,CUS-48500651,Subscription Problem,Low,35,Closed,Email
TKT-1321,CUS-75922230,Payment Failure,Low,9,Closed,Email
TKT-8439,CUS-48565042,Bug Report,Low,2,Open,Email
TKT-8071,CUS-39881167,Bug Report,Medium,58,Closed,Email
TKT-6202,CUS-43541968,Login Issue,Medium,48,Closed,Chat
TKT-6643,CUS-17654644,Refund Request,Low,57,Pending,Web Portal
TKT-9434,CUS-27214196,Login Issue,Medium,14,Closed,Email
TKT-7290,CUS-93971130,Refund Request,Low,40,Closed,Email
TKT-8872,CUS-45706139,Payment Failure,High,28,Closed,Email
TKT-8592,CUS-10078115,Bug Report,Low,20,Closed,Phone
TKT-7903,CUS-19235059,Bug Report,Low,11,Closed,Phone
TKT-7005,CUS-65908774,Bug Report,Medium,12,Open,Email
TKT-1089,CUS-11104574,Subscription Problem,Critical,4,Closed,Email
TKT-2476,CUS-35615705,Refund Request,Critical,36,Open,Email
TKT-1557,CUS-10377462,Payment Failure,Medium,31,Open,Chat
TKT-5612,CUS-72769401,Feature Request,Medium,45,Open,Chat
TKT-5246,CUS-85254291,Bug Report,Medium,40,Closed,Chat
TKT-5320,CUS-20208563,Login Issue,Medium,49,Open,Chat
TKT-4311,CUS-43027696,Bug Report,Low,39,Closed,Email
TKT-3604,CUS-14219236,Subscription Problem,High,8,Closed,Email
TKT-9514,CUS-50464165,Subscription Problem,Low,8,Closed,Email
TKT-8862,CUS-72339644,Login Issue,Low,67,Pending,Email
TKT-2606,CUS-57790837,Subscription Problem,Low,4,Closed,Email
TKT-4966,CUS-57607836,Subscription Problem,Medium,68,Closed,Web Portal
TKT-4898,CUS-28824416,Bug Report,Low,71,Open,Phone
TKT-8029,CUS-71092499,Refund Request,Low,70,Closed,Chat
TKT-2614,CUS-12254895,Feature Request,Medium,53,Closed,Email
TKT-3532,CUS-25321139,Feature Request,Low,65,Closed,Email
TKT-3637,CUS-84584342,Refund Request,Low,11,Closed,Email
TKT-3576,CUS-15183894,Login Issue,Medium,27,Closed,Phone
TKT-3492,CUS-35053387,Login Issue,Low,59,Open,Phone
TKT-8307,CUS-22229376,Bug Report,Low,62,Closed,Phone
TKT-3269,CUS-11354814,Refund Request,Medium,64,Closed,Email
TKT-3585,CUS-50893984,Subscription Problem,Low,45,Closed,Email
TKT-9971,CUS-49336060,Refund Request,Medium,59,Closed,Email
TKT-9464,CUS-16284771,Bug Report,Low,20,Closed,Phone
TKT-9925,CUS-57753748,Bug Report,Medium,24,Pending,Email
TKT-8518,CUS-42462379,Payment Failure,Medium,30,Closed,Email
TKT-1700,CUS-85290144,Refund Request,Medium,1,Open,Phone
TKT-7425,CUS-21320138,Bug Report,Low,31,Open,Chat
TKT-9627,CUS-48620121,Login Issue,Medium,64,Closed,Phone
TKT-3575,CUS-54615875,Payment Failure,Low,3,Closed,Chat
TKT-4454,CUS-94906420,Login Issue,Low,59,Closed,Email
TKT-8034,CUS-79757519,Login Issue,Medium,14,Open,Email
TKT-7281,CUS-66998488,Login Issue,Low,57,Open,Chat
TKT-3094,CUS-85996992,Feature Request,Medium,22,Open,Email
TKT-3141,CUS-15974335,Refund Request,Low,66,Closed,Phone
TKT-5499,CUS-96816848,Subscription Problem,Medium,58,Closed,Email
TKT-1732,CUS-15233143,Refund Request,Low,28,Closed,Email
TKT-9798,CUS-46000799,Subscription Problem,Medium,31,Closed,Email
TKT-2534,CUS-74865373,Login Issue,High,38,Closed,Email
TKT-8277,CUS-24135736,Subscription Problem,Low,54,Closed,Chat
TKT-1478,CUS-96940266,Feature Request,Medium,41,Closed,Web Portal
TKT-3225,CUS-40169432,Subscription Problem,High,42,Closed,Web Portal
TKT-6080,CUS-24881293,Payment Failure,Low,46,Closed,Chat
TKT-4141,CUS-29816486,Payment Failure,Medium,37,Closed,Email
TKT-3996,CUS-86271066,Payment Failure,Low,65,Closed,Phone
TKT-3200,CUS-65259447,Login Issue,High,61,Closed,Chat
TKT-5140,CUS-46907363,Login Issue,Low,59,Open,Email
TKT-2897,CUS-11182420,Feature Request,Low,36,Pending,Email
TKT-1564,CUS-24206368,Refund Request,Medium,72,Closed,Chat
TKT-8407,CUS-26049773,Payment Failure,Medium,31,Closed,Email
TKT-9316,CUS-60817879,Login Issue,High,56,Closed,Email
TKT-6075,CUS-22168140,Login Issue,Medium,67,Pending,Email
TKT-6719,CUS-24533472,Payment Failure,High,40,Open,Web Portal
TKT-4606,CUS-34526590,Payment Failure,Low,42,Closed,Phone
TKT-3255,CUS-61740244,Payment Failure,Low,10,Open,Email
TKT-1283,CUS-54844521,Bug Report,Low,35,Open,Email
TKT-2841,CUS-65660032,Payment Failure,High,28,Closed,Chat
TKT-5915,CUS-61901065,Refund Request,Medium,12,Closed,Chat
TKT-1678,CUS-95936408,Bug Report,Medium,68,Open,Chat
TKT-7632,CUS-23808168,Bug Report,Medium,36,Closed,Phone
TKT-8183,CUS-41172527,Feature Request,Low,15,Closed,Web Portal
TKT-3646,CUS-80406011,Payment Failure,Low,47,Closed,Email
TKT-2226,CUS-94142654,Login Issue,Medium,52,Closed,Web Portal
TKT-1848,CUS-74837208,Bug Report,Low,26,Closed,Chat
TKT-3922,CUS-57183261,Login Issue,Low,4,Closed,Phone
TKT-8908,CUS-45385208,Payment Failure,Medium,42,Closed,Email
TKT-2684,CUS-62334428,Bug Report,Medium,69,Closed,Email
TKT-8936,CUS-43986636,Login Issue,Low,5,Closed,Phone
TKT-7578,CUS-32642918,Bug Report,Medium,44,Closed,Email
TKT-8466,CUS-14769621,Bug Report,Medium,28,Open,Phone
TKT-4402,CUS-23796527,Refund Request,Medium,12,Closed,Email
TKT-2352,CUS-70834235,Payment Failure,High,8,Closed,Email
TKT-1027,CUS-80608002,Refund Request,Low,72,Open,Email
TKT-7785,CUS-67190011,Bug Report,Low,21,Closed,Chat
TKT-6600,CUS-82769998,Subscription Problem,Medium,37,Closed,Web Portal
TKT-9711,CUS-73525530,Bug Report,Medium,48,Closed,Phone
TKT-6458,CUS-23981436,Refund Request,Medium,2,Closed,Chat
TKT-8870,CUS-33762076,Payment Failure,Medium,26,Closed,Email
TKT-6318,CUS-11922236,Payment Failure,Medium,38,Open,Email
TKT-2305,CUS-26905817,Bug Report,Medium,18,Closed,Email
TKT-2096,CUS-44946268,Refund Request,Medium,45,Closed,Web Portal
TKT-7138,CUS-68372952,Bug Report,Low,3,Closed,Chat
TKT-8215,CUS-55741805,Subscription Problem,Low,8,Closed,Email
TKT-7129,CUS-55104336,Login Issue,Medium,39,Closed,Email
TKT-2261,CUS-70023519,Payment Failure,Low,14,Closed,Chat
TKT-7105,CUS-37445576,Login Issue,Low,10,Closed,Chat
TKT-7821,CUS-16196351,Bug Report,Low,72,Closed,Chat
TKT-1068,CUS-95316454,Refund Request,Medium,3,Closed,Chat
TKT-9327,CUS-86133927,Subscription Problem,Low,2,Closed,Chat
TKT-2120,CUS-16038931,Bug Report,Low,26,Open,Chat
TKT-6340,CUS-23904966,Payment Failure,Low,3,Pending,Chat
TKT-2386,CUS-50010418,Login Issue,Medium,13,Closed,Email
TKT-8977,CUS-11742966,Refund Request,Medium,22,Closed,Chat
TKT-7000,CUS-37381799,Login Issue,High,6,Closed,Phone
